,desc,desc,desc,desc,desc,MH,MH,MH,MH,MH,MH,MH,EQ,EQ,EQ,EQ,EQ,EQ,EQ,FU,FU,FU,FU,FU,FU,FU,PU,PU,PU,PU,PU,PU,PU,CF,CF,CF,CF,CF,CF,CF,Cyc,Cyc,Cyc,Cyc,Cyc,Cyc,Cyc
,full_name,wbinc,GDP,length,infra_value,perc_0,perc_20,perc_40,perc_50,perc_60,perc_80,perc_100,perc_0,perc_20,perc_40,perc_50,perc_60,perc_80,perc_100,perc_0,perc_20,perc_40,perc_50,perc_60,perc_80,perc_100,perc_0,perc_20,perc_40,perc_50,perc_60,perc_80,perc_100,perc_0,perc_20,perc_40,perc_50,perc_60,perc_80,perc_100,perc_0,perc_20,perc_40,perc_50,perc_60,perc_80,perc_100
STP,São Tomé and Príncipe,LMC,390871568.6,702.5711565980774,642111480.5430295,0.0,0.0,0.0,0.0,0.0,9.167667913547582,17.14365366719791,0.0,0.0,0.0,0.0,0.0,9.167667913547582,17.14365366719791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUR,Suriname,UMC,5240606061.0,8880.464972368534,4642071945.316046,2781356.9780922323,2782582.992987494,2795338.8762914045,2813914.658095217,2840065.4655024596,2958485.1921945224,3187890.5851013316,0.0,0.0,0.0,0.0,0.0,91.91194944140346,216.94564634681183,2206209.7808856624,2206413.897993704,2208593.3957310133,2217520.818712162,2229562.4577947045,2299127.7618295737,2418122.772201348,528938.624913982,529960.5227012023,540536.9082678034,550185.2670904673,564294.4354151675,613056.9461229194,723342.2949610488,46208.57229258792,46208.57229258792,46208.57229258792,46208.57229258792,46208.57229258792,46208.57229258792,46208.57229258792,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVK,Slovakia,HIC,101000000000.0,65362.83606590018,603673811671.2643,1758374.905441775,3662663.3545888616,6902991.3187537175,8466565.34703393,10912652.01791007,16991184.951637026,27841017.317353025,17557.087845229067,35794.78316237074,61659.1033360159,75231.2198303481,91238.5859206614,153447.64768927163,437943.12462495605,554401.2043469701,1265527.976305095,2347082.1674364735,2781738.613737326,3644310.8315710104,5885090.4091129815,9838215.171497706,1186416.6132495757,2361340.595121396,4494250.047981229,5609595.513466256,7177102.6004184,10952646.894834772,17564859.021230362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVN,Slovenia,HIC,55589849128.0,53297.6930913087,98121520645.76703,1147610.6402842782,2227988.2716737343,4033393.131367634,5147377.75364894,6466039.52928806,10006732.59089654,17155239.281217754,413144.0627524286,859830.0841628832,1401595.4615698762,1693671.4155168748,2067570.4834296778,3483799.3506437126,6507068.087779789,183909.88047866456,363815.3575416853,687788.2360719674,873265.9809428802,1132174.8696894385,1798330.5213839565,3135298.9480478233,528325.4760944876,968148.0812650728,1870899.1071557645,2491398.7259631422,3157125.876621591,4558993.68870292,7287842.526689881,22231.22095869732,36194.74870409285,73110.32657002617,89041.63122604242,109168.29954735248,165609.03016595056,225029.7187002616,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWE,Sweden,HIC,579000000000.0,386955.1769275102,1121065399387.3293,1632100.5935790436,3035673.6873334516,5831708.911910702,7594152.704760199,9610940.81427991,13966391.929141264,22020924.400578465,6790.7192926638845,12677.674364399609,17598.840273938156,21690.13197000208,28795.796097013223,31120.596487615392,98154.05242278724,423770.72096334747,799239.168249642,1531612.7259812206,1965544.4066511441,2489137.9978199676,3689416.5998704974,5852210.490367103,890854.7387529839,1671719.1588878636,3211075.108197183,4182462.2232205044,5305665.047232084,7688175.571762364,12097067.398862144,310684.4145700485,552037.6858315464,1071422.2374583595,1424455.9429185486,1787341.973130846,2557679.1610207884,3973492.458926432,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWZ,Swaziland,LMC,4823831657.0,18670.490198755662,17125889734.409666,266517.7613886868,400656.03396660107,544610.3436667817,661180.1937455111,829726.7245460111,1392162.4933170527,2493848.7718246016,0.0,80.83379337036595,280.335215385318,402.6180747915119,555.2524566101908,3308.631205152395,9734.395153829604,89424.19686707102,140383.54244255475,204946.84069519493,272287.497211791,346401.08100225334,633599.6914821317,1227405.9056745803,176927.57776909228,259628.03785298858,338696.9741184168,387346.08608207834,481569.42862864834,753511.743397326,1254751.9817684134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.98675252347334,563.61987768739,686.1936377846685,1143.9923768501842,1200.9624584992296,1742.4272324427209,1956.489227778401
SXM,Sint Maarten,HIC,794000000.0,395.60965292537014,242343277.41562113,5349.606121086967,10637.464944064675,20163.386363849517,25570.73981470678,32564.250749146202,48527.143526713946,78776.11118753893,0.0,0.0,70.96694594707805,102.29396567471318,174.5316863856458,820.4140758840165,1955.4706199920306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5349.606121086967,10637.464944064675,20092.419417902438,25468.445849032065,32389.719062760556,47706.72945082993,76820.6405675469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYC,Seychelles,HIC,1485994387.0,780.1025516650438,762890485.0051041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYR,Syria,LIC,40405006007.0,130920.52148600119,191767216497.20947,5088045.63527643,8988389.697515551,13943299.796368208,16295302.644246481,20694985.60212658,32729190.41057149,56599636.49465665,618860.1374421064,1321060.0631897997,2100014.2211775146,2563426.5200668583,3167158.350248967,5318597.032620675,10086196.519879797,3444415.1939887353,6119708.7127350345,9589390.753469102,11135959.022489076,14289708.765574183,22608610.788716227,38741776.47120652,1022775.3076057337,1545321.1771461098,2250764.363748171,2592089.028763369,3233754.1148344036,4796734.328317747,7764768.238062317,1994.9962398552639,2299.7444446063773,3130.4579734198446,3828.072927176713,4364.371469025984,5248.26091684159,6895.265508017671,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCA,Turks and Caicos Islands,HIC,632000000.0,838.1658299365288,563529329.9116011,2924.3676940064424,5022.57061146973,9104.808969457854,13712.474197797545,16338.7873924563,22575.43297001609,32233.212533109516,0.0,0.0,0.0,0.0,0.0,6.287075676534291,12.301293108690142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616.2542763942315,937.5804031129513,1879.5093277891099,2735.956843587047,3358.6556146687763,4282.54593795506,6221.999858769079,1992.5045034200698,2955.6621955214005,5962.86398490018,8799.513086499139,10770.869378442534,13537.842702576154,19446.95511902613,315.608914192141,1129.3280128353774,1262.435656768564,2177.004267711358,2209.2623993449884,4748.75725380834,6551.956262205616
TCD,Chad,LIC,13922223234.0,70578.39333452184,7947017522.682429,7289014.34464445,9304371.735007111,10717336.785081312,11185809.645169785,12992253.190998754,18999243.20539262,30354291.426384043,0.0,0.0,0.0,0.0,0.0,157.98531109808548,332.23090097636896,6324989.881862155,8225049.550312992,9557179.482906979,9998950.745110719,11702303.07402791,17369430.692403782,28124459.060402974,964024.4627822947,1079322.1846941197,1160157.3021743333,1186858.900059067,1289950.1169708434,1629654.5276777407,2229500.1350800903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TGO,Togo,LIC,4812554346.0,34696.62396484742,22520272540.965683,1599841.6132474272,2020115.0841532107,2463659.2897761674,2739131.629704076,3218824.2920943312,4541960.908885111,7059619.357290405,0.0,0.0,0.0,0.0,0.0,31.396172736625935,206.25475340774912,516900.3109739966,649918.0461452923,795113.1245698459,882970.4172536385,1031003.1474063881,1427511.6878456715,2165516.0086427145,1082096.107443097,1369336.9193506627,1667631.878584683,1855197.1797390592,2186826.7115883906,3113381.9366923673,4892778.295570381,845.1948303336906,860.1186572555906,914.286621638783,964.0327113784497,994.4330995526902,1035.8881743357458,1118.7983239018567,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THA,Thailand,UMC,455000000000.0,640095.5976594996,801410930655.8595,70118232.30268438,98999531.3375531,132704318.9544836,148947256.67012623,184733893.34396052,277910397.99498266,464281422.4992597,2235471.6230693017,4886990.776488339,8348453.224423293,9829056.489554618,12228421.45642493,21711963.155750744,38414665.84589207,27748954.173489098,39850800.86119054,53929389.99276468,60876373.524329945,76499812.17283586,115231197.28899312,194170619.0123491,39338574.04605209,53304269.29674697,69236010.57651843,76836038.41441321,94422052.6506929,138391471.57445794,226662872.51537818,778118.8007876389,901010.692780877,1121815.2244955848,1289995.4949916883,1463468.5905188555,2403904.6061224053,4859524.544289358,17113.65928624056,56459.71034636308,68649.93628160779,115792.74683678812,120138.47348801733,171861.36965840135,173740.58135101298
TJK,Tajikistan,LIC,9236309138.0,34676.569755553,57014617851.45443,5201089.096857412,7915966.938692103,15926444.663613442,21952331.10298954,26814874.742724095,35801244.425803214,57175411.410970956,1467242.1736627633,2291459.331813544,4001750.6902002213,4880499.936588123,5299771.168142488,8250717.007457985,14228771.25425865,1921008.5553716542,2862865.0020949445,6028882.238416601,8568516.619200181,10738830.823093493,13516337.722618436,21013278.345530953,1812838.367822995,2761642.604783614,5895811.734996621,8503314.547201235,10776272.751488114,14034189.695726795,21933361.81118135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TKM,Turkmenistan,UMC,43524210526.0,44067.627573993515,1727241678491.441,5223038.335163259,7286744.402114798,13630054.403909458,18183837.76765296,21695763.608966265,27794422.396411527,42702124.942001864,1215067.8345441674,1884108.6241272097,3274766.694733651,4029702.0512498794,4321942.5052623935,6555515.942033492,11397799.907653775,3160017.9640318616,4240013.912006721,8066022.602386648,10993137.228175586,13470068.49858889,16482947.645457372,24223128.540894,315253.96638602676,418967.79877440695,771856.7287937421,1035013.4108300311,1276186.6697765475,1587735.7826751906,2358142.026353412,532698.5702012033,743654.0672064612,1517408.377995416,2125985.0773974624,2627565.935338433,3168223.02624547,4723054.467100669,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLS,Timor-Leste,LMC,6671047974.0,5697.222430262768,4011530849.791669,209234.06299764937,550294.1900114826,848982.3202395355,985311.8649325069,1306226.255886462,2370603.762173484,4102033.084238843,156050.88892311795,415797.49408809026,639890.3915025727,751511.2464801478,983376.8378402914,1804946.969838286,3076944.3655025647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52554.41671203163,132357.68037680926,206576.89928696374,229437.12285078363,318448.11650867196,559369.2187102,1018801.1451112806,628.7573624997837,2139.0155465830085,2515.0294499991346,4363.495601575522,4401.301537498484,6287.573624997836,6287.573624997836
TON,Tonga,UMC,472358251.2,1196.6723302635435,320959808.82190377,110332.62060225791,145271.7402998742,253304.7584983284,316499.4774765207,335902.3308766563,517696.2887611469,905506.7460625701,110231.36557439098,144945.591478772,252899.73838686064,315830.1279266349,335193.5456815877,499526.6313850447,853063.1204846187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.25502786693778,326.14882110218383,405.0201114677511,669.349549885781,708.7851950685647,18169.657376102165,52443.62557795145
TTO,Trinidad and Tobago,HIC,27870257894.0,12173.501254731156,7644154170.312186,1373705.294521716,2516533.0934454757,4302839.068205682,5436673.119251206,6555444.020675413,9943064.846200265,16145838.546497572,917452.8652909173,1737255.8802168213,2785081.597798105,3345203.977607117,3951518.9932392337,6405927.499140138,10734637.36480109,55781.370502847625,87875.362456934,174423.55895277587,246755.6659816008,302831.4797502349,394665.3384162556,579313.6659912029,394757.8479869645,675118.1518371123,1317908.009939875,1811741.496308416,2260927.4290288067,3078831.427794857,4733898.422151373,4017.5174624475394,10307.951667715623,18643.128400770238,21287.544764943235,28296.26570736528,46683.64806362366,81032.16076851772,1695.6932785389865,5975.74726689237,6782.773114155946,11684.434589128372,11869.8529497729,16956.93278538986,16956.93278538986
TUN,Tunisia,LMC,47587913059.0,86651.89723037809,121467033674.26602,1192102.2302150172,2745722.634311664,4792013.407313287,6021248.434582543,7956644.016549814,12483380.499630058,21310384.5572799,201977.1263911984,454846.419663342,704215.335291272,854137.4594996391,1074512.0086430449,1848494.6333943747,3323590.0721838623,252841.64293882478,666157.5838455686,1182266.9782282687,1365420.7055048319,1844276.519101488,3063690.5361678265,5344464.0485904105,195785.7148029751,440744.9591773565,804545.5640934843,978698.4350507602,1284024.320336759,2010470.3788033049,3338531.474797082,541497.7460820191,1183973.6716253967,2100985.529700263,2822991.8345273114,3753831.168468522,5560724.951264553,9303798.961708544,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUR,Turkey,UMC,951000000000.0,629541.2585620738,935249921446.8933,56534683.65277153,87133982.16480246,163620793.68697396,216528118.6720044,257524088.015496,355243010.57568836,585260148.2361435,29683501.129760243,46080946.72483565,76257485.86603521,92270105.61882393,99989699.2980317,152852401.46161565,261318373.7719754,9714911.219992159,15012406.256222412,30991404.848459613,43394466.00307624,54525861.282592826,69943798.64328095,111639495.9577381,16916133.96582846,25714484.418378476,55680124.68230915,79861485.08145428,101760272.38801084,130868877.23345196,209956508.77305317,220137.33719067005,326144.7653659316,691778.2901699735,1002061.9686499612,1248255.0468606043,1577933.2373397965,2345769.7333768345,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TWN,Taiwan,HIC,585000000000.0,119007.59690178242,326837725379.28955,41602475.67807841,104596251.28117026,164277922.39254534,195439243.96687406,234574957.47291598,399549786.40987694,842790649.9482176,16008019.041174496,32114729.8453539,55878692.33091232,66568415.871246874,79352563.5440219,131649434.58228986,266317028.4535568,1088405.420454964,2337755.751573198,3458975.176826794,5313041.18184711,7238195.360576611,14852089.622957757,33360711.698232893,7757552.957471878,9775740.974831281,12152559.351012532,13349716.189335058,15791259.744950986,24383359.37745964,41372457.77381112,2088640.2963676667,4056892.091394961,5945565.814983102,7119130.894972122,9423828.131261516,16617873.368168589,31740955.6753503,14659857.96260941,56311132.61801692,86842129.7188106,103088939.8294729,122769110.69210497,212047029.45900106,469999496.34726644
TZA,Tanzania,LIC,52090320325.0,329596.68802171777,345366992252.11017,14935413.510647755,19831228.9576602,24598042.21577532,27083020.37779905,32445655.947960556,47970585.09748634,76232997.27334623,1263412.9675389833,3106598.6779227275,5113728.828421323,5849387.041285578,7611311.8231010465,13840025.21294679,24267512.90167671,5830123.092225489,7174440.314867949,8430899.286920227,9160723.343103774,10696066.945399433,14765849.381912135,22412328.556728967,7791429.936770896,9473569.342917489,10954603.439204263,11952901.865111737,13981977.384801662,19130309.576303072,29151055.118593443,50310.181723196336,76169.73687903568,98261.3316727434,119090.32228939535,155338.46793408308,233027.60243243485,400727.37245520635,137.33238919042157,450.88507300038594,549.3295567616863,917.8060085664467,961.326724332951,1373.3238919042155,1373.3238919042153
UGA,Uganda,LIC,27291880327.0,152313.66479952465,149324882501.4751,6559455.549235227,10529242.640929732,14205762.133278664,16380614.07163313,20758098.414571308,33064681.211614415,55985680.198678955,930103.9153936768,2334963.446750625,3797109.9170636,4360183.332386253,5601473.338538496,10183576.517040092,17619949.356089424,1597185.8705033297,2780034.5713875913,3782898.204528983,4543335.545355872,6009829.796864314,9559904.08478613,16726532.991770044,4032165.763338221,5414244.622791515,6625754.011686081,7477095.193891003,9146795.2791685,13321200.609788192,21639197.850819487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UKR,Ukraine,LMC,183000000000.0,663678.7370762494,4952345146161.252,22533044.33935687,34320530.89795302,72564351.82226434,103856787.4342267,130255161.3038451,170003274.8826784,260768128.23004782,243975.38102864634,378284.7653023013,665364.2407764395,815669.6102765773,877902.7957117881,1340250.47413872,2431083.700036929,9895910.585732749,15211537.270858217,32170489.476290178,46172078.84770379,58064317.9086324,75422000.74247342,115756450.21684676,10715033.852316802,16241647.097603912,34466473.85219344,49325477.59378375,61944702.356353864,81383992.85099904,125147043.08510943,1678124.5202786697,2489061.7641885867,5262024.253004287,7543561.382462577,9368238.24314704,11857030.815067189,17433551.228054717,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URY,Uruguay,HIC,57531233351.0,56532.12501640937,128969172166.21336,675829.1804928102,1262056.4306390032,2349281.0700991703,3094558.410970295,3903604.8029972785,5735099.828595347,9818791.151062608,0.0,0.0,0.0,0.0,0.0,217.9601679960189,851.3513151451891,394027.6467173556,700455.1806497836,1280038.8514185413,1711401.6695174745,2117424.8909541396,2984828.677762303,5103014.637293072,254953.0956147556,511382.01079966925,973135.2128938735,1259165.2842964223,1630237.3581622792,2525215.125482148,4362281.74116565,26848.438160698974,50219.239189550266,96107.00578675582,123991.45715639822,155942.55388085975,224838.06518289892,352643.4212887398,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States,HIC,19400000000000.0,11019003.84134237,74558608556812.12,129412126.82413238,259236762.01681334,465879936.95341337,593544724.8311412,746815383.544126,1145572835.7955475,1931475276.8959277,32358853.166962806,64874006.30666161,103563991.56409588,124726627.02102962,150575392.2917035,243370923.0542135,449527676.2714686,23665601.676492766,50870866.172463164,94659307.67284456,117570158.20635314,152752423.76526007,250588425.62847656,439563422.43374467,67056344.18842266,127003487.18756181,242995992.10809064,317314467.93664527,403115385.8463249,589461854.3685555,944622021.4197626,4387766.883857697,9612741.39527721,16679840.879785014,20426861.886982325,26404625.804153327,41878005.657394804,75401247.88638511,1943560.908396454,6875660.954849534,7980804.728597304,13506609.78013088,13967555.836684238,20273627.08690702,22360908.884566616
UZB,Uzbekistan,LMC,67067565989.0,156823.1588852347,755919327812.1831,14228570.13994592,19598835.062720977,34613664.029820934,45041292.58004564,52624356.99163872,70262363.89045393,109949691.06457001,4709695.195181838,7215158.661636563,12560978.222919488,15371811.351994816,16532848.871435078,25314090.52450452,43734384.72555469,6397219.440217157,8363462.76722749,15051227.354686841,20314500.79606798,24659647.630249333,30516566.6568447,44645722.775123246,3121655.5045469264,4020213.6338569224,7001458.452214603,9354980.431982847,11431860.489954311,14431706.709104715,21569583.563892066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCT,Saint Vincent and the Grenadines,UMC,789629629.6,863.6419301082157,528096664.94617426,30250.24746522435,41510.717915680056,61299.48779074772,75002.60063299512,89823.8184223567,123159.0556954726,192232.13999283258,0.0,0.4725101054825419,1.2544525624823955,1.861787407781995,2.4188778605078474,44.05648586474239,95.49725965567222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28733.115666013953,39128.305473014545,58124.98539220721,70414.94806186469,84853.70527669472,116837.01423267827,184821.1814433288,1253.2809483207702,1440.0266846461018,2117.8445424195256,2740.33033017063,3120.738311574082,3639.476468033336,4676.952780951842,263.8508508896268,941.9132479139274,1055.4034035585073,1845.460453552016,1846.9559562273869,2638.508508896268,2638.508508896268
VEN,Venezuela,UMC,482000000000.0,164290.12197361293,208059336048.9187,29961262.35007152,55353137.81004294,84853733.16970128,98508589.12144817,122857235.29273161,196198554.62981075,337930363.62590927,11759034.471798113,25617766.394353874,39942045.17798824,47322743.93423941,59682573.68349693,97589247.59026735,165903774.6649675,6126470.699839077,10502220.820730884,16393030.767620046,18954549.669286735,23864342.989924487,37386906.84198315,65850456.50565062,9566151.143592685,15996644.964778485,24323567.20242338,27625514.30208653,34043950.18581486,53849028.60044989,94666595.46003933,2501502.802307261,3208739.9698536564,4162406.522048123,4549615.630770102,5209170.805993941,7291335.158348309,11424897.07678879,8103.232534386223,27765.66032604246,32683.49962148445,56165.5850653918,57197.62750139746,82036.43876203796,84639.91846305635
VGB,British Virgin Islands,HIC,840000000.0,562.1742904764963,169645158.3304675,2396.8702189097644,3047.3984589015254,4248.698733492309,4981.514334952055,5978.56233774569,8319.834613170678,13250.532492860435,85.97862384446995,106.517311637205,234.3099958446335,294.54729853133955,351.75250496587415,672.5631515033374,1128.280927979406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2310.8915950652945,2940.8811472643206,4014.3887376476755,4686.967036420715,5626.809832779815,7647.271461667342,12122.25156488103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIR,"Virgin Islands, U.S.",HIC,4803000000.0,2345.872781639867,1924974150.5839036,3817.8224649093127,7280.312927734463,13780.10822671048,18062.666169973916,22627.500943768853,33086.463857450726,53318.112278083565,353.18155843212554,734.4654624048214,1443.8441843265252,1637.30951161613,2051.073081484224,3921.154795156023,7868.094081238272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3045.5356316850707,5770.4075977309585,11014.45658400814,14390.131023937378,18219.456855134074,26122.691535450536,41461.7495182891,340.15549306315137,497.50140414338165,1006.008331459956,1482.6030426806706,1804.3225350478021,2253.1197095545162,3198.7708612665483,78.94978172896462,277.9384634553013,315.7991269158585,552.6225917397376,552.6484721027523,789.497817289646,789.497817289646
VNM,Vietnam,LMC,224000000000.0,216425.3873407008,205884813516.9988,127082320.08050391,273533792.2534086,415540532.0418403,465340380.3346789,629639776.1836246,1068149205.9088649,1920829929.114861,433529.71845726087,1199971.3751742416,1804268.8708928132,2116284.3055280866,2799083.8548804563,5086012.039197044,8671754.433184573,27484968.244858444,54573280.50116743,80622327.84761852,88486437.44904625,117967967.8989145,200888816.12764668,359672723.2006623,24758772.7435012,39820622.52105625,55119491.052870475,60923599.310337506,78743953.42894185,125908478.61500959,220446323.2017463,74328853.27803239,177691954.7443493,277687740.6709586,313292005.59692806,429592029.0394469,735496815.7433718,1331251577.7643015,76196.09565460202,247963.1116613986,306703.5994999255,522053.67283897894,536741.961440878,769083.3836396508,787550.5149662519
VUT,Vanuatu,LMC,862879789.4,3302.2898049844985,990474595.5625552,951513.8268816199,1286389.839988297,1897777.5998769759,2182658.6921243654,2541003.6566378046,3771324.275904001,6182552.021073627,346283.1738234916,529756.1935436325,979270.6627043879,1194912.9615189526,1356912.3955526282,2100509.0660966365,3599256.7035809886,40525.23049366553,45916.52089811298,51454.05696666508,53357.27705485228,59057.31056362265,74967.01766529649,104193.63390092023,505846.2559638899,601129.7509574511,711980.4639915791,766232.7223781031,907231.0263033763,1230841.9596409919,1850100.3149141194,57985.726773500406,106911.80016887221,151578.65690605398,162330.5101671708,211688.8454286699,356271.83423035155,620266.9704068744,873.43982707247,2675.574420228342,3493.75930828988,5825.221005286617,6114.078789507288,8734.398270724698,8734.398270724698
WLF,Wallis and Futuna,LMC,188000000.0,242.18556567363464,44864211.73339245,233.95798506983738,376.7448120401364,581.8915071126394,781.0312910612342,817.1191151988496,1079.8294209532635,1446.8174221331308,205.14669507250292,261.49965205079866,466.64634712330155,579.3522610798932,615.4400852175086,791.7165209799191,1158.7045221597864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.81128999733444,115.24515998933776,115.24515998933776,201.679029981341,201.679029981341,288.1128999733444,288.1128999733444
WSM,Samoa,UMC,856626506.0,1931.5458127925801,3015355588.8694544,145058.49527160396,371268.8299430822,570026.7701463298,672709.5094113011,848805.4621236805,1490411.4278221782,2459366.465023292,144320.98735620265,368757.57236431807,567076.7384847245,667546.9540034919,843642.9067158713,1483036.348668165,2451991.385869279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737.5079154013195,2511.2575787640917,2950.031661605278,5162.5554078092355,5162.5554078092355,7375.079154013194,7375.079154013194
XKO,Kosovo,UMC,7130000000.0,17635.945112616915,17458477573.804478,436763.7289724804,707762.8863639301,1333891.4800805536,1614984.2719582594,1796869.1978574696,3016460.8938846393,5641911.919101934,436763.7289724804,707762.8863639301,1333891.4800805536,1614984.2719582594,1796869.1978574696,3016460.8938846393,5641911.919101934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YEM,Yemen,LIC,43228582065.0,73077.45356203952,8056423640.0935335,919515.955435621,1145985.964227158,1382421.2789178214,1399381.59910336,1629096.5513021545,2305912.95254383,3554206.0809948854,7477.945851737339,13842.049979516765,22349.339876067424,26229.671311834943,35774.11283464439,62728.81336378591,106532.41291468992,308122.45264397317,363265.44297402166,420368.104015165,423765.1530284302,478995.97644094215,643684.974528366,949975.1534629688,315135.61151988764,351154.8069377848,388454.0519481175,390568.2950190383,426582.4188704856,532518.5346203037,728637.8747841804,288779.9454200228,417723.6643358349,551249.7830784714,558818.4797440564,687744.0431560825,1066980.6300313745,1769060.6398330466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZAF,South Africa,UMC,417000000000.0,442162.58199064946,6088712583334.554,5918957.971767372,11771957.149721945,16983587.492010534,19837358.736917306,26069042.329630286,46645600.82968582,86869650.79194894,727118.1289542811,2092322.6666380777,3362159.6368421842,3856154.6509638918,5132135.37080879,9587293.565369291,18881936.329957012,1474451.6393251894,3140519.135564584,4696602.319512945,5826536.715041283,7814363.190688786,15048601.784529679,29753415.705360796,3664592.448121908,6418747.505214355,8739465.990263112,9943203.257014478,12845904.742025316,21527768.75064785,37418622.06516127,52012.96525793098,117823.30198557107,182112.9341007375,206168.98658457864,270956.81495350215,473680.37709161214,806309.4455985003,782.7901080636182,2544.5403193579823,3246.61129155889,5295.12731307843,5682.211153890855,8256.352047388124,9367.245871361742
ZMB,Zambia,LMC,28045460442.0,98346.89530189475,187862642151.00653,4740408.79688208,8191894.696403187,11056452.318028519,12590449.907163981,16274984.799719796,27313964.683135107,48429343.18450083,223794.38277278634,608795.5677161469,1020464.677249057,1162247.158768663,1540667.946277594,2954329.422779587,5444808.427536054,2341906.05729584,4297022.446232736,5848491.58033672,6726772.302221322,8830543.586758513,15044206.870345542,27173546.773862816,2174708.3568134536,3286076.6824543043,4187496.0604427424,4701430.446173995,5903773.266683687,9315428.390009977,15810987.983101953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZWE,Zimbabwe,LIC,17845821400.0,123273.5365723059,315259660961.7911,2234921.1240213756,3285312.4591066865,4195919.511306955,4737141.342243583,5888959.757496136,9908853.188995276,18788208.095243853,19482.542658267816,51716.07988475579,78452.28969285784,90776.28278242717,119481.78692170008,224451.1044745083,394458.53893734206,837062.6177194328,1256866.2359649902,1614998.8319494426,1833731.6874945483,2296551.881714045,4013779.4898977247,8126931.517581729,1377467.7855054017,1973479.264668771,2498774.437985846,2806316.1570774396,3466461.333205112,5661313.548040435,10256919.735665858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.1781382733758,3250.878588169395,3693.9516788079127,6317.214889167539,6464.7556552789265,9309.046582607234,9898.303058925887
